BriefDescription,ProjectYear,InternalProjectID,ImprovementType,AreaTypeFuncClass,main_ProjectInformation.State,TollType,TrafficForecast,ForecastYear,ForecastYearType,YearForecastProduced,ForecastingAgency,ForecastMethodology,SegmentDescription,ProjectID,SegmentID,CountID,Year_ofObservation,Count,Station_Identifier,main_TrafficCounts.State,CounterID,FunctionalClass,AdjustedForecast,Error,PercentError,AbsPE,Comments
TH 49 (Dodd Rd.) - From TH 110 to I-35E,1974,SPARS 75A,12,4,MN,No Tolls on 1+ lane,6700,1985,1,1974,1-State DOT,1,", , , SB",28-8578-SPARS 75A-TH 49 (Dodd Rd.) - From TH 110 to I-35E,,28-24260-,1985,2325,,Minnesota,28-24260-,8,6700,4375,65.29850746,65.29850746,
TH 49 (Dodd Rd.) - From TH 110 to I-35E,1974,SPARS 75A,12,4,MN,No Tolls on 1+ lane,5100,1985,1,1974,1-State DOT,1,", , , TH 49 (Smith Ave.)North of TH 49 (Dodd Rd.)South of Co. Rd. 2 (W. Annapolis St.)NB",28-8579-SPARS 75A-TH 49 (Dodd Rd.) - From TH 110 to I-35E,,28-24261-,1985,2425,,Minnesota,28-24261-,8,5100,2675,52.45098039,52.45098039,
TH 49 (Dodd Rd.) - From TH 110 to I-35E,1974,SPARS 75A,12,4,MN,No Tolls on 1+ lane,5100,1985,1,1974,1-State DOT,1,", , , SB",28-8580-SPARS 75A-TH 49 (Dodd Rd.) - From TH 110 to I-35E,,28-24262-,1985,2325,,Minnesota,28-24262-,8,5100,2775,54.41176471,54.41176471,
TH 49 (Dodd Rd.) - From TH 110 to I-35E,1974,SPARS 75A,12,4,MN,No Tolls on 1+ lane,8400,1985,1,1974,1-State DOT,1,", , , TH 49 (Smith Ave.)North of Co. Rd. 2 (W. Annapolis St.)South of George St.NB",28-8581-SPARS 75A-TH 49 (Dodd Rd.) - From TH 110 to I-35E,,28-24263-,1985,3875,,Minnesota,28-24263-,8,8400,4525,53.86904762,53.86904762,
TH 49 (Dodd Rd.) - From TH 110 to I-35E,1974,SPARS 75A,12,4,MN,No Tolls on 1+ lane,8400,1985,1,1974,1-State DOT,1,", , , SB",28-8582-SPARS 75A-TH 49 (Dodd Rd.) - From TH 110 to I-35E,,28-24264-,1985,3875,,Minnesota,28-24264-,8,8400,4525,53.86904762,53.86904762,
TH 49 (Dodd Rd.) - From TH 110 to I-35E,1974,SPARS 75A,12,4,MN,No Tolls on 1+ lane,9400,1985,1,1974,1-State DOT,1,", , , TH 49 (Smith Ave.)North of George St.South of Cherokee Ave,NB",28-8583-SPARS 75A-TH 49 (Dodd Rd.) - From TH 110 to I-35E,,28-24265-,1985,2985,,Minnesota,28-24265-,8,9400,6415,68.24468085,68.24468085,
TH 49 (Dodd Rd.) - From TH 110 to I-35E,1974,SPARS 75A,12,4,MN,No Tolls on 1+ lane,9400,1985,1,1974,1-State DOT,1,", , , SB",28-8584-SPARS 75A-TH 49 (Dodd Rd.) - From TH 110 to I-35E,,28-24266-,1985,2985,,Minnesota,28-24266-,8,9400,6415,68.24468085,68.24468085,
TH 49 (Dodd Rd.) - From TH 110 to I-35E,1974,SPARS 75A,12,4,MN,No Tolls on 1+ lane,10100,1985,1,1974,1-State DOT,1,", , , TH 49 (Smith Ave.)North of Cherokee Ave.South of Mississippi RiverNB",28-8585-SPARS 75A-TH 49 (Dodd Rd.) - From TH 110 to I-35E,,28-24267-,1985,6850,,Minnesota,28-24267-,8,10100,3250,32.17821782,32.17821782,
TH 49 (Dodd Rd.) - From TH 110 to I-35E,1974,SPARS 75A,12,4,MN,No Tolls on 1+ lane,10100,1985,1,1974,1-State DOT,1,", , , SB",28-8586-SPARS 75A-TH 49 (Dodd Rd.) - From TH 110 to I-35E,,28-24268-,1985,6850,,Minnesota,28-24268-,8,10100,3250,32.17821782,32.17821782,
TH 49 (Dodd Rd.) - From TH 110 to I-35E,1974,SPARS 75A,12,4,MN,No Tolls on 1+ lane,6200,1985,1,1974,1-State DOT,1,", , , TH 49 (Smith Ave.)North of Cliff St.South of Exchange St.NB",28-8587-SPARS 75A-TH 49 (Dodd Rd.) - From TH 110 to I-35E,,28-24269-,1985,450,,Minnesota,28-24269-,8,6200,5750,92.74193548,92.74193548,
TH 49 (Dodd Rd.) - From TH 110 to I-35E,1974,SPARS 75A,12,4,MN,No Tolls on 1+ lane,31900,1985,1,1974,1-State DOT,1,", , , F.A.I. 35ESouth of Ramsey St.NB",28-8588-SPARS 75A-TH 49 (Dodd Rd.) - From TH 110 to I-35E,,28-24270-,1985,6200,,Minnesota,28-24270-,8,31900,25700,80.56426332,80.56426332,
TH 49 (Dodd Rd.) - From TH 110 to I-35E,1974,SPARS 75A,12,4,MN,No Tolls on 1+ lane,31900,1985,1,1974,1-State DOT,1,", , , SB",28-8589-SPARS 75A-TH 49 (Dodd Rd.) - From TH 110 to I-35E,,28-24271-,1985,6200,,Minnesota,28-24271-,8,31900,25700,80.56426332,80.56426332,
TH 95 - From TH 61 to CSAH 18,1972,SPARS 77,12,4,MN,No Tolls on 1+ lane,4532,1992,1,1972,1-State DOT,1,", , , TH 95North of TH 61 & 10South of CR-78  (110th st.)NB",28-8590-SPARS 77-TH 95 - From TH 61 to CSAH 18,,28-24272-,1992,1325,,Minnesota,28-24272-,8,4532,3207,70.76345984,70.76345984,
TH 95 - From TH 61 to CSAH 18,1972,SPARS 77,12,4,MN,No Tolls on 1+ lane,4532,1992,1,1972,1-State DOT,1,", , , SB",28-8591-SPARS 77-TH 95 - From TH 61 to CSAH 18,,28-24273-,1992,1325,,Minnesota,28-24273-,8,4532,3207,70.76345984,70.76345984,
TH 95 - From TH 61 to CSAH 18,1972,SPARS 77,12,4,MN,No Tolls on 1+ lane,2946,1992,1,1972,1-State DOT,1,", , , TH 95South of CSAH 20 (70th St. S)NB",28-8592-SPARS 77-TH 95 - From TH 61 to CSAH 18,,28-24274-,1992,1050,,Minnesota,28-24274-,8,2946,1896,64.35845214,64.35845214,
TH 95 - From TH 61 to CSAH 18,1972,SPARS 77,12,4,MN,No Tolls on 1+ lane,2946,1992,1,1972,1-State DOT,1,", , , SB",28-8593-SPARS 77-TH 95 - From TH 61 to CSAH 18,,28-24275-,1992,1050,,Minnesota,28-24275-,8,2946,1896,64.35845214,64.35845214,
TH 95 - From TH 61 to CSAH 18,1972,SPARS 77,12,4,MN,No Tolls on 1+ lane,2152,1992,1,1972,1-State DOT,1,", , , TH 95North of CSAH 20 (70th St. S)South of CSAH 18 (40th St.)NB",28-8594-SPARS 77-TH 95 - From TH 61 to CSAH 18,,28-24276-,1992,1100,,Minnesota,28-24276-,8,2152,1052,48.88475836,48.88475836,
TH 95 - From TH 61 to CSAH 18,1972,SPARS 77,12,4,MN,No Tolls on 1+ lane,2152,1992,1,1972,1-State DOT,1,", , , SB",28-8595-SPARS 77-TH 95 - From TH 61 to CSAH 18,,28-24277-,1992,1100,,Minnesota,28-24277-,8,2152,1052,48.88475836,48.88475836,
TH 55 - From 52nd St. to 44th St.,1972,SPARS 78,12,4,MN,No Tolls on 1+ lane,38800,1985,1,1972,1-State DOT,1,", , , TH 55South of Minnehaha Prkw.NB",28-8596-SPARS 78-TH 55 - From 52nd St. to 44th St.,,28-24278-,1985,9200,,Minnesota,28-24278-,8,38800,29600,76.28865979,76.28865979,
TH 55 - From 52nd St. to 44th St.,1972,SPARS 78,12,4,MN,No Tolls on 1+ lane,38800,1985,1,1972,1-State DOT,1,", , , SB",28-8597-SPARS 78-TH 55 - From 52nd St. to 44th St.,,28-24279-,1985,9200,,Minnesota,28-24279-,8,38800,29600,76.28865979,76.28865979,
TH 55 - From 52nd St. to 44th St.,1972,SPARS 78,12,4,MN,No Tolls on 1+ lane,44000,1985,1,1972,1-State DOT,1,", , , TH 55North of 44th St.NB",28-8598-SPARS 78-TH 55 - From 52nd St. to 44th St.,,28-24280-,1985,9375,,Minnesota,28-24280-,8,44000,34625,78.69318182,78.69318182,
TH 55 - From 52nd St. to 44th St.,1972,SPARS 78,12,4,MN,No Tolls on 1+ lane,44000,1985,1,1972,1-State DOT,1,", , , SB",28-8599-SPARS 78-TH 55 - From 52nd St. to 44th St.,,28-24281-,1985,9375,,Minnesota,28-24281-,8,44000,34625,78.69318182,78.69318182,
New U.S. Hwy 10 - Between Egret Boulevard and I-35W,1987,FEIS New U.S. Hwy 10,12,4,MN,No Tolls on 1+ lane,25100,2000,1,1987,1-State DOT,1,", , , US-10 & SR-47East of Egret Blvd.West of Foley Blvd.EB",28-8600-FEIS New U.S. Hwy 10-New U.S. Hwy 10 - Between Egret Boulevard and I-35W,,28-24282-,2000,40500,,Minnesota,28-24282-,8,25100,-15400,-61.35458167,61.35458167,
New U.S. Hwy 10 - Between Egret Boulevard and I-35W,1987,FEIS New U.S. Hwy 10,12,4,MN,No Tolls on 1+ lane,25100,2000,1,1987,1-State DOT,1,", , , WB",28-8601-FEIS New U.S. Hwy 10-New U.S. Hwy 10 - Between Egret Boulevard and I-35W,,28-24283-,2000,40500,,Minnesota,28-24283-,8,25100,-15400,-61.35458167,61.35458167,
New U.S. Hwy 10 - Between Egret Boulevard and I-35W,1987,FEIS New U.S. Hwy 10,12,4,MN,No Tolls on 1+ lane,15800,2000,1,1987,1-State DOT,1,", , , US-10 & SR-47East of Foley Blvd.EB",28-8602-FEIS New U.S. Hwy 10-New U.S. Hwy 10 - Between Egret Boulevard and I-35W,,28-24284-,2000,22500,,Minnesota,28-24284-,8,15800,-6700,-42.40506329,42.40506329,
New U.S. Hwy 10 - Between Egret Boulevard and I-35W,1987,FEIS New U.S. Hwy 10,12,4,MN,No Tolls on 1+ lane,15800,2000,1,1987,1-State DOT,1,", , , WB",28-8603-FEIS New U.S. Hwy 10-New U.S. Hwy 10 - Between Egret Boulevard and I-35W,,28-24285-,2000,22500,,Minnesota,28-24285-,8,15800,-6700,-42.40506329,42.40506329,
New U.S. Hwy 10 - Between Egret Boulevard and I-35W,1987,FEIS New U.S. Hwy 10,12,4,MN,No Tolls on 1+ lane,32200,2000,1,1987,1-State DOT,1,", , , New US-10East of University Ave.West of SR-65EB",28-8604-FEIS New U.S. Hwy 10-New U.S. Hwy 10 - Between Egret Boulevard and I-35W,,28-24286-,2000,30000,,Minnesota,28-24286-,8,32200,2200,6.832298137,6.832298137,
New U.S. Hwy 10 - Between Egret Boulevard and I-35W,1987,FEIS New U.S. Hwy 10,12,4,MN,No Tolls on 1+ lane,32200,2000,1,1987,1-State DOT,1,", , , WB",28-8605-FEIS New U.S. Hwy 10-New U.S. Hwy 10 - Between Egret Boulevard and I-35W,,28-24287-,2000,30000,,Minnesota,28-24287-,8,32200,2200,6.832298137,6.832298137,
New U.S. Hwy 10 - Between Egret Boulevard and I-35W,1987,FEIS New U.S. Hwy 10,12,4,MN,No Tolls on 1+ lane,37200,2000,1,1987,1-State DOT,1,", , , New US-10East of SR-65West of Airport Rd.EB",28-8606-FEIS New U.S. Hwy 10-New U.S. Hwy 10 - Between Egret Boulevard and I-35W,,28-24288-,2000,30500,,Minnesota,28-24288-,8,37200,6700,18.01075269,18.01075269,
New U.S. Hwy 10 - Between Egret Boulevard and I-35W,1987,FEIS New U.S. Hwy 10,12,4,MN,No Tolls on 1+ lane,37200,2000,1,1987,1-State DOT,1,", , , WB",28-8607-FEIS New U.S. Hwy 10-New U.S. Hwy 10 - Between Egret Boulevard and I-35W,,28-24289-,2000,30500,,Minnesota,28-24289-,8,37200,6700,18.01075269,18.01075269,
New U.S. Hwy 10 - Between Egret Boulevard and I-35W,1987,FEIS New U.S. Hwy 10,12,4,MN,No Tolls on 1+ lane,34700,2000,1,1987,1-State DOT,1,", , , New US-10East of Airport Rd.West of I-35WEB",28-8608-FEIS New U.S. Hwy 10-New U.S. Hwy 10 - Between Egret Boulevard and I-35W,,28-24290-,2000,31000,,Minnesota,28-24290-,8,34700,3700,10.66282421,10.66282421,
New U.S. Hwy 10 - Between Egret Boulevard and I-35W,1987,FEIS New U.S. Hwy 10,12,4,MN,No Tolls on 1+ lane,34700,2000,1,1987,1-State DOT,1,", , , WB",28-8609-FEIS New U.S. Hwy 10-New U.S. Hwy 10 - Between Egret Boulevard and I-35W,,28-24291-,2000,31000,,Minnesota,28-24291-,8,34700,3700,10.66282421,10.66282421,
New U.S. Hwy 10 - Between Egret Boulevard and I-35W,1987,FEIS New U.S. Hwy 10,12,4,MN,No Tolls on 1+ lane,17000,2000,1,1987,1-State DOT,1,", , , I-35WNorth of new US-10NB",28-8610-FEIS New U.S. Hwy 10-New U.S. Hwy 10 - Between Egret Boulevard and I-35W,,28-24292-,2000,35500,,Minnesota,28-24292-,8,17000,-18500,-108.8235294,108.8235294,
New U.S. Hwy 10 - Between Egret Boulevard and I-35W,1987,FEIS New U.S. Hwy 10,12,4,MN,No Tolls on 1+ lane,17000,2000,1,1987,1-State DOT,1,", , , SB",28-8611-FEIS New U.S. Hwy 10-New U.S. Hwy 10 - Between Egret Boulevard and I-35W,,28-24293-,2000,35500,,Minnesota,28-24293-,8,17000,-18500,-108.8235294,108.8235294,
New U.S. Hwy 10 - Between Egret Boulevard and I-35W,1987,FEIS New U.S. Hwy 10,12,4,MN,No Tolls on 1+ lane,45700,2000,1,1987,1-State DOT,1,", , , I-35WSouth of new US-10North of CR-1NB",28-8612-FEIS New U.S. Hwy 10-New U.S. Hwy 10 - Between Egret Boulevard and I-35W,,28-24294-,2000,59000,,Minnesota,28-24294-,8,45700,-13300,-29.10284464,29.10284464,
New U.S. Hwy 10 - Between Egret Boulevard and I-35W,1987,FEIS New U.S. Hwy 10,12,4,MN,No Tolls on 1+ lane,45700,2000,1,1987,1-State DOT,1,", , , SB",28-8613-FEIS New U.S. Hwy 10-New U.S. Hwy 10 - Between Egret Boulevard and I-35W,,28-24295-,2000,59000,,Minnesota,28-24295-,8,45700,-13300,-29.10284464,29.10284464,
New U.S. Hwy 10 - Between Egret Boulevard and I-35W,1987,FEIS New U.S. Hwy 10,12,4,MN,No Tolls on 1+ lane,38400,2000,1,1987,1-State DOT,1,", , , I-35WSouth of CR-1North of old US-10NB",28-8614-FEIS New U.S. Hwy 10-New U.S. Hwy 10 - Between Egret Boulevard and I-35W,,28-24296-,2000,52000,,Minnesota,28-24296-,8,38400,-13600,-35.41666667,35.41666667,
New U.S. Hwy 10 - Between Egret Boulevard and I-35W,1987,FEIS New U.S. Hwy 10,12,4,MN,No Tolls on 1+ lane,38400,2000,1,1987,1-State DOT,1,", , , SB",28-8615-FEIS New U.S. Hwy 10-New U.S. Hwy 10 - Between Egret Boulevard and I-35W,,28-24297-,2000,52000,,Minnesota,28-24297-,8,38400,-13600,-35.41666667,35.41666667,
New U.S. Hwy 10 - Between Egret Boulevard and I-35W,1987,FEIS New U.S. Hwy 10,12,4,MN,No Tolls on 1+ lane,14800,2000,1,1987,1-State DOT,1,", , , old US-10East of SR-47West of University Ave.EB",28-8616-FEIS New U.S. Hwy 10-New U.S. Hwy 10 - Between Egret Boulevard and I-35W,,28-24298-,2000,21500,,Minnesota,28-24298-,8,14800,-6700,-45.27027027,45.27027027,
New U.S. Hwy 10 - Between Egret Boulevard and I-35W,1987,FEIS New U.S. Hwy 10,12,4,MN,No Tolls on 1+ lane,14800,2000,1,1987,1-State DOT,1,", , , WB",28-8617-FEIS New U.S. Hwy 10-New U.S. Hwy 10 - Between Egret Boulevard and I-35W,,28-24299-,2000,21500,,Minnesota,28-24299-,8,14800,-6700,-45.27027027,45.27027027,
New U.S. Hwy 10 - Between Egret Boulevard and I-35W,1987,FEIS New U.S. Hwy 10,12,4,MN,No Tolls on 1+ lane,15500,2000,1,1987,1-State DOT,1,", , , old US-10East of University Ave.West of SR-65EB",28-8618-FEIS New U.S. Hwy 10-New U.S. Hwy 10 - Between Egret Boulevard and I-35W,,28-24300-,2000,30000,,Minnesota,28-24300-,8,15500,-14500,-93.5483871,93.5483871,
New U.S. Hwy 10 - Between Egret Boulevard and I-35W,1987,FEIS New U.S. Hwy 10,12,4,MN,No Tolls on 1+ lane,15500,2000,1,1987,1-State DOT,1,", , , WB",28-8619-FEIS New U.S. Hwy 10-New U.S. Hwy 10 - Between Egret Boulevard and I-35W,,28-24301-,2000,30000,,Minnesota,28-24301-,8,15500,-14500,-93.5483871,93.5483871,
New U.S. Hwy 10 - Between Egret Boulevard and I-35W,1987,FEIS New U.S. Hwy 10,12,4,MN,No Tolls on 1+ lane,15750,2000,1,1987,1-State DOT,1,", , , old US-10East of SR-65West of Silver Lake Rd.EB",28-8620-FEIS New U.S. Hwy 10-New U.S. Hwy 10 - Between Egret Boulevard and I-35W,,28-24302-,2000,13250,,Minnesota,28-24302-,8,15750,2500,15.87301587,15.87301587,
New U.S. Hwy 10 - Between Egret Boulevard and I-35W,1987,FEIS New U.S. Hwy 10,12,4,MN,No Tolls on 1+ lane,15750,2000,1,1987,1-State DOT,1,", , , WB",28-8621-FEIS New U.S. Hwy 10-New U.S. Hwy 10 - Between Egret Boulevard and I-35W,,28-24303-,2000,13250,,Minnesota,28-24303-,8,15750,2500,15.87301587,15.87301587,
New U.S. Hwy 10 - Between Egret Boulevard and I-35W,1987,FEIS New U.S. Hwy 10,12,4,MN,No Tolls on 1+ lane,14550,2000,1,1987,1-State DOT,1,", , , old US-10East of Silver Lake Rd.West of I-35WEB",28-8622-FEIS New U.S. Hwy 10-New U.S. Hwy 10 - Between Egret Boulevard and I-35W,,28-24304-,2000,13250,,Minnesota,28-24304-,8,14550,1300,8.934707904,8.934707904,
New U.S. Hwy 10 - Between Egret Boulevard and I-35W,1987,FEIS New U.S. Hwy 10,12,4,MN,No Tolls on 1+ lane,14550,2000,1,1987,1-State DOT,1,", , , WB",28-8623-FEIS New U.S. Hwy 10-New U.S. Hwy 10 - Between Egret Boulevard and I-35W,,28-24305-,2000,13250,,Minnesota,28-24305-,8,14550,1300,8.934707904,8.934707904,
TH 3 - (Is actually TH 52) -  From Jct. TH 55 to Jct. I-494,1987,FEIS TH 3,12,4,MN,No Tolls on 1+ lane,10035,1990,1,1987,1-State DOT,1,", , , TH 3North of 70th StSouth of County Rd. 18 (Upper 55th St. ENB",28-8624-FEIS TH 3-TH 3 - (Is actually TH 52) -  From Jct. TH 55 to Jct. I-494,,28-24306-,1990,4800,,Minnesota,28-24306-,8,10035,5235,52.16741405,52.16741405,
TH 3 - (Is actually TH 52) -  From Jct. TH 55 to Jct. I-494,1987,FEIS TH 3,12,4,MN,No Tolls on 1+ lane,10035,1990,1,1987,1-State DOT,1,", , , SB",28-8625-FEIS TH 3-TH 3 - (Is actually TH 52) -  From Jct. TH 55 to Jct. I-494,,28-24307-,1990,4800,,Minnesota,28-24307-,8,10035,5235,52.16741405,52.16741405,
TH 3 - (Is actually TH 52) -  From Jct. TH 55 to Jct. I-494,1987,FEIS TH 3,12,4,MN,No Tolls on 1+ lane,11490,1990,1,1987,1-State DOT,1,", , , TH 3North of County Rd. 18 (Upper 55th St. ESouth of I-494NB",28-8626-FEIS TH 3-TH 3 - (Is actually TH 52) -  From Jct. TH 55 to Jct. I-494,,28-24308-,1990,8000,,Minnesota,28-24308-,8,11490,3490,30.37423847,30.37423847,
TH 3 - (Is actually TH 52) -  From Jct. TH 55 to Jct. I-494,1987,FEIS TH 3,12,4,MN,No Tolls on 1+ lane,11490,1990,1,1987,1-State DOT,1,", , , SB",28-8627-FEIS TH 3-TH 3 - (Is actually TH 52) -  From Jct. TH 55 to Jct. I-494,,28-24309-,1990,8000,,Minnesota,28-24309-,8,11490,3490,30.37423847,30.37423847,
TH 3 - (Is actually TH 52) -  From Jct. TH 55 to Jct. I-494,1987,FEIS TH 3,12,4,MN,No Tolls on 1+ lane,6435,2000,1,1987,1-State DOT,1,", , , TH 3 (TH 55)North of TH 55South of 80th StNB",28-8628-FEIS TH 3-TH 3 - (Is actually TH 52) -  From Jct. TH 55 to Jct. I-494,,28-24310-,2000,12000,,Minnesota,28-24310-,8,6435,-5565,-86.48018648,86.48018648,
TH 3 - (Is actually TH 52) -  From Jct. TH 55 to Jct. I-495,1987,FEIS TH 3,12,4,MN,No Tolls on 1+ lane,6435,2000,1,1987,1-State DOT,1,", , , SB",28-8629-FEIS TH 3-TH 3 - (Is actually TH 52) -  From Jct. TH 55 to Jct. I-495,,28-24311-,2000,12000,,Minnesota,28-24311-,8,6435,-5565,-86.48018648,86.48018648,
TH 3 - (Is actually TH 52) -  From Jct. TH 55 to Jct. I-496,1987,FEIS TH 3,12,4,MN,No Tolls on 1+ lane,9085,2000,1,1987,1-State DOT,1,", , , TH 3North of 80th St.South of 70th St.NB",28-8630-FEIS TH 3-TH 3 - (Is actually TH 52) -  From Jct. TH 55 to Jct. I-496,,28-24312-,2000,17500,,Minnesota,28-24312-,8,9085,-8415,-92.62520638,92.62520638,
TH 3 - (Is actually TH 52) -  From Jct. TH 55 to Jct. I-497,1987,FEIS TH 3,12,4,MN,No Tolls on 1+ lane,9085,2000,1,1987,1-State DOT,1,", , , SB",28-8631-FEIS TH 3-TH 3 - (Is actually TH 52) -  From Jct. TH 55 to Jct. I-497,,28-24313-,2000,17500,,Minnesota,28-24313-,8,9085,-8415,-92.62520638,92.62520638,
TH 3 - (Is actually TH 52) -  From Jct. TH 55 to Jct. I-498,1987,FEIS TH 3,12,4,MN,No Tolls on 1+ lane,12395,2000,1,1987,1-State DOT,1,", , , TH 3North of 70th StSouth of County Rd. 18 (Upper 55th St. ENB",28-8632-FEIS TH 3-TH 3 - (Is actually TH 52) -  From Jct. TH 55 to Jct. I-498,,28-24314-,2000,23000,,Minnesota,28-24314-,8,12395,-10605,-85.55869302,85.55869302,
TH 3 - (Is actually TH 52) -  From Jct. TH 55 to Jct. I-499,1987,FEIS TH 3,12,4,MN,No Tolls on 1+ lane,12395,2000,1,1987,1-State DOT,1,", , , SB",28-8633-FEIS TH 3-TH 3 - (Is actually TH 52) -  From Jct. TH 55 to Jct. I-499,,28-24315-,2000,23000,,Minnesota,28-24315-,8,12395,-10605,-85.55869302,85.55869302,
TH 3 - (Is actually TH 52) -  From Jct. TH 55 to Jct. I-500,1987,FEIS TH 3,12,4,MN,No Tolls on 1+ lane,14190,2000,1,1987,1-State DOT,1,", , , TH 3North of County Rd. 18 (Upper 55th St. ESouth of I-494NB",28-8634-FEIS TH 3-TH 3 - (Is actually TH 52) -  From Jct. TH 55 to Jct. I-500,,28-24316-,2000,25500,,Minnesota,28-24316-,8,14190,-11310,-79.70401691,79.70401691,
TH 3 - (Is actually TH 52) -  From Jct. TH 55 to Jct. I-501,1987,FEIS TH 3,12,4,MN,No Tolls on 1+ lane,14190,2000,1,1987,1-State DOT,1,", , , SB",28-8635-FEIS TH 3-TH 3 - (Is actually TH 52) -  From Jct. TH 55 to Jct. I-501,,28-24317-,2000,25500,,Minnesota,28-24317-,8,14190,-11310,-79.70401691,79.70401691,
TH 77/I-494 - From E. 86th St. to E. 70th St. and from 12th Ave. S. to 34th Ave. S.,1987,FEIS TH 77/I-494,12,4,MN,No Tolls on 1+ lane,35900,1990,1,1987,1-State DOT,1,", , , TH 77South of Old Shakopee Rd.NB",28-8636-FEIS TH 77/I-494-TH 77/I-494 - From E. 86th St. to E. 70th St. and from 12th Ave. S. to 34th Ave. S.,,28-24318-,1990,32500,,Minnesota,28-24318-,8,35900,3400,9.470752089,9.470752089,
TH 77/I-494 - From E. 86th St. to E. 70th St. and from 12th Ave. S. to 34th Ave. S.,1987,FEIS TH 77/I-494,12,4,MN,No Tolls on 1+ lane,35900,1990,1,1987,1-State DOT,1,", , , SB",28-8637-FEIS TH 77/I-494-TH 77/I-494 - From E. 86th St. to E. 70th St. and from 12th Ave. S. to 34th Ave. S.,,28-24319-,1990,32500,,Minnesota,28-24319-,8,35900,3400,9.470752089,9.470752089,
TH 77/I-494 - From E. 86th St. to E. 70th St. and from 12th Ave. S. to 34th Ave. S.,1987,FEIS TH 77/I-494,12,4,MN,No Tolls on 1+ lane,33950,1990,1,1987,1-State DOT,1,", , , TH 77North of Old Shakopee Rd.South of Killebrew Dr.NB",28-8638-FEIS TH 77/I-494-TH 77/I-494 - From E. 86th St. to E. 70th St. and from 12th Ave. S. to 34th Ave. S.,,28-24320-,1990,26000,,Minnesota,28-24320-,8,33950,7950,23.4167894,23.4167894,
TH 77/I-494 - From E. 86th St. to E. 70th St. and from 12th Ave. S. to 34th Ave. S.,1987,FEIS TH 77/I-494,12,4,MN,No Tolls on 1+ lane,33950,1990,1,1987,1-State DOT,1,", , , SB",28-8639-FEIS TH 77/I-494-TH 77/I-494 - From E. 86th St. to E. 70th St. and from 12th Ave. S. to 34th Ave. S.,,28-24321-,1990,26000,,Minnesota,28-24321-,8,33950,7950,23.4167894,23.4167894,
TH 77/I-494 - From E. 86th St. to E. 70th St. and from 12th Ave. S. to 34th Ave. S.,1987,FEIS TH 77/I-494,12,4,MN,No Tolls on 1+ lane,45400,1990,1,1987,1-State DOT,1,", , , TH 77North of Killebrew Dr.South of I-494NB",28-8640-FEIS TH 77/I-494-TH 77/I-494 - From E. 86th St. to E. 70th St. and from 12th Ave. S. to 34th Ave. S.,,28-24322-,1990,26000,,Minnesota,28-24322-,8,45400,19400,42.73127753,42.73127753,
TH 77/I-494 - From E. 86th St. to E. 70th St. and from 12th Ave. S. to 34th Ave. S.,1987,FEIS TH 77/I-494,12,4,MN,No Tolls on 1+ lane,45400,1990,1,1987,1-State DOT,1,", , , SB",28-8641-FEIS TH 77/I-494-TH 77/I-494 - From E. 86th St. to E. 70th St. and from 12th Ave. S. to 34th Ave. S.,,28-24323-,1990,26000,,Minnesota,28-24323-,8,45400,19400,42.73127753,42.73127753,
TH 77/I-494 - From E. 86th St. to E. 70th St. and from 12th Ave. S. to 34th Ave. S.,1987,FEIS TH 77/I-494,12,4,MN,No Tolls on 1+ lane,33450,1990,1,1987,1-State DOT,1,", , , TH 77Norh of I-494NB",28-8642-FEIS TH 77/I-494-TH 77/I-494 - From E. 86th St. to E. 70th St. and from 12th Ave. S. to 34th Ave. S.,,28-24324-,1990,21400,,Minnesota,28-24324-,8,33450,12050,36.02391629,36.02391629,
TH 77/I-494 - From E. 86th St. to E. 70th St. and from 12th Ave. S. to 34th Ave. S.,1987,FEIS TH 77/I-494,12,4,MN,No Tolls on 1+ lane,33450,1990,1,1987,1-State DOT,1,", , , SB",28-8643-FEIS TH 77/I-494-TH 77/I-494 - From E. 86th St. to E. 70th St. and from 12th Ave. S. to 34th Ave. S.,,28-24325-,1990,21400,,Minnesota,28-24325-,8,33450,12050,36.02391629,36.02391629,
TH 77/I-494 - From E. 86th St. to E. 70th St. and from 12th Ave. S. to 34th Ave. S.,1987,FEIS TH 77/I-494,12,4,MN,No Tolls on 1+ lane,55600,1990,1,1987,1-State DOT,1,", , , I-494West of 12th Ave. S.EB",28-8644-FEIS TH 77/I-494-TH 77/I-494 - From E. 86th St. to E. 70th St. and from 12th Ave. S. to 34th Ave. S.,,28-24326-,1990,53500,,Minnesota,28-24326-,8,55600,2100,3.776978417,3.776978417,
TH 77/I-494 - From E. 86th St. to E. 70th St. and from 12th Ave. S. to 34th Ave. S.,1987,FEIS TH 77/I-494,12,4,MN,No Tolls on 1+ lane,55600,1990,1,1987,1-State DOT,1,", , , WB",28-8645-FEIS TH 77/I-494-TH 77/I-494 - From E. 86th St. to E. 70th St. and from 12th Ave. S. to 34th Ave. S.,,28-24327-,1990,53500,,Minnesota,28-24327-,8,55600,2100,3.776978417,3.776978417,
