BriefDescription,ProjectYear,InternalProjectID,AreaTypeFuncClass,main_ProjectInformation.State,TollType,TrafficForecast,ForecastYear,ForecastYearType,YearForecastProduced,ForecastingAgency,ForecastMethodology,SegmentDescription,ProjectID,SegmentID,CountID,Year_ofObservation,Count,Station_Identifier,main_TrafficCounts.State,CounterID,FunctionalClass,ImprovementType
The SR 15 Resurfacing Project from Enterprise Road (M.P. 6.186) to SR 472 (M.P. 9.407,2007,422020-1,3,FL,No Tolls on 1+ lane,38300,2030,3,2007,5-Consultant,4-Regional travel model,from Enterprise Road (M.P. 6.186) to SR 472 (M.P. 9.407,12-9156-422020-1-The SR 15 Resurfacing Project from Enterprise Road (M.P. 6.186) to SR 472 (M.P. 9.407,1,12-24852-790445,2010,28000,790445,Florida,12-24852-790445,3-Principal Arterial,1
"The SR 5 Resurfacing Project from Industrial Park Avenue (M.P. 20.024) to Harbor Road (M.P.
23.786)",2007,422019-1,3,FL,No Tolls on 1+ lane,23400,2010,1,2007,5-Consultant,4-Regional travel model,MP 20/024 to MP 23.786,"12-9157-422019-1-The SR 5 Resurfacing Project from Industrial Park Avenue (M.P. 20.024) to Harbor Road (M.P.
23.786)",1,12-24853-795159,2010,22500,795159,Florida,12-24853-795159,3-Principal Arterial,1
"The SR 5 Resurfacing Project from Industrial Park Avenue (M.P. 20.024) to Harbor Road (M.P.
23.786)",2007,422019-1,3,FL,No Tolls on 1+ lane,27200,2020,2,2007,5-Consultant,4-Regional travel model,MP 20/024 to MP 23.786,"12-9157-422019-1-The SR 5 Resurfacing Project from Industrial Park Avenue (M.P. 20.024) to Harbor Road (M.P.
23.786)",1,12-24853-795159,2010,22500,795159,Florida,12-24853-795159,3-Principal Arterial,1
"The SR 5 Resurfacing Project from Industrial Park Avenue (M.P. 20.024) to Harbor Road (M.P.
23.786)",2007,422019-1,3,FL,No Tolls on 1+ lane,31100,2030,3,2007,5-Consultant,4-Regional travel model,MP 20/024 to MP 23.786,"12-9157-422019-1-The SR 5 Resurfacing Project from Industrial Park Avenue (M.P. 20.024) to Harbor Road (M.P.
23.786)",1,12-24853-795159,2010,22500,795159,Florida,12-24853-795159,3-Principal Arterial,1
"The SR 5 Resurfacing Project rom Magnolia Avenue (M.P. 14.710) to Industrial Park Avenue (M.P.
20.024).",2008,422018-1,3,FL,No Tolls on 1+ lane,25000,2010,1,2008,5-Consultant,4-Regional travel model,US-1/SR 5 ? 1.00 Miles North of SR 44,"12-9159-422018-1-The SR 5 Resurfacing Project rom Magnolia Avenue (M.P. 14.710) to Industrial Park Avenue (M.P.
20.024).",2,12-24855-795159,2010,22500,795159,Florida,12-24855-795159,3-Principal Arterial,1
"The SR 5 Resurfacing Project rom Magnolia Avenue (M.P. 14.710) to Industrial Park Avenue (M.P.
20.024).",2008,422018-1,3,FL,No Tolls on 1+ lane,30100,2020,2,2008,5-Consultant,4-Regional travel model,US-1/SR 5 ? 1.00 Miles North of SR 44,"12-9159-422018-1-The SR 5 Resurfacing Project rom Magnolia Avenue (M.P. 14.710) to Industrial Park Avenue (M.P.
20.024).",2,12-24855-795159,2010,22500,795159,Florida,12-24855-795159,3-Principal Arterial,1
"The SR 5 Resurfacing Project rom Magnolia Avenue (M.P. 14.710) to Industrial Park Avenue (M.P.
20.024).",2008,422018-1,3,FL,No Tolls on 1+ lane,35200,2030,3,2008,5-Consultant,4-Regional travel model,US-1/SR 5 ? 1.00 Miles North of SR 44,"12-9159-422018-1-The SR 5 Resurfacing Project rom Magnolia Avenue (M.P. 14.710) to Industrial Park Avenue (M.P.
20.024).",2,12-24855-795159,2010,22500,795159,Florida,12-24855-795159,3-Principal Arterial,1
"The SR 5 Resurfacing Project rom Magnolia Avenue (M.P. 14.710) to Industrial Park Avenue (M.P.
20.024).",2008,422018-1,3,FL,No Tolls on 1+ lane,29600,2010,1,2008,5-Consultant,4-Regional travel model,US-1/SR 5 ? 2.00 Miles South of SR 44,"12-9158-422018-1-The SR 5 Resurfacing Project rom Magnolia Avenue (M.P. 14.710) to Industrial Park Avenue (M.P.
20.024).",1,12-24854-795168,2010,28000,795168,Florida,12-24854-795168,3-Principal Arterial,1
"The SR 5 Resurfacing Project rom Magnolia Avenue (M.P. 14.710) to Industrial Park Avenue (M.P.
20.024).",2008,422018-1,3,FL,No Tolls on 1+ lane,35600,2020,2,2008,5-Consultant,4-Regional travel model,US-1/SR 5 ? 2.00 Miles South of SR 44,"12-9158-422018-1-The SR 5 Resurfacing Project rom Magnolia Avenue (M.P. 14.710) to Industrial Park Avenue (M.P.
20.024).",1,12-24854-795168,2010,28000,795168,Florida,12-24854-795168,3-Principal Arterial,1
"The SR 5 Resurfacing Project rom Magnolia Avenue (M.P. 14.710) to Industrial Park Avenue (M.P.
20.024).",2008,422018-1,3,FL,No Tolls on 1+ lane,41600,2030,3,2008,5-Consultant,4-Regional travel model,US-1/SR 5 ? 2.00 Miles South of SR 44,"12-9158-422018-1-The SR 5 Resurfacing Project rom Magnolia Avenue (M.P. 14.710) to Industrial Park Avenue (M.P.
20.024).",1,12-24854-795168,2010,28000,795168,Florida,12-24854-795168,3-Principal Arterial,1
The SR 5 Safety Project from Knapp St (M.P. 16.508) to Palmetto St (M.P. 16.774).,2005,416773-1,3,FL,No Tolls on 1+ lane,32700,2008,1,2005,5-Consultant,4-Regional travel model,,12-9237-416773-1-The SR 5 Safety Project from Knapp St (M.P. 16.508) to Palmetto St (M.P. 16.774).,1,12-24930-795168,2008,28000,795168,Florida,12-24930-795168,3-Principal Arterial,12
The SR 5 Safety Project from Knapp St (M.P. 16.508) to Palmetto St (M.P. 16.774).,2005,416773-1,3,FL,No Tolls on 1+ lane,40200,2018,2,2005,5-Consultant,4-Regional travel model,,12-9237-416773-1-The SR 5 Safety Project from Knapp St (M.P. 16.508) to Palmetto St (M.P. 16.774).,1,12-24930-795168,2008,28000,795168,Florida,12-24930-795168,3-Principal Arterial,12
The SR 5 Safety Project from Knapp St (M.P. 16.508) to Palmetto St (M.P. 16.774).,2005,416773-1,3,FL,No Tolls on 1+ lane,47800,2028,3,2005,5-Consultant,4-Regional travel model,,12-9237-416773-1-The SR 5 Safety Project from Knapp St (M.P. 16.508) to Palmetto St (M.P. 16.774).,1,12-24930-795168,2008,28000,795168,Florida,12-24930-795168,3-Principal Arterial,12
SR 537 Resurfacing Project from SR 50 (M.P. 0.000) to SR 438 (M.P. 1.027).,2008,422012-1,3,FL,No Tolls on 1+ lane,16600,2010,1,2008,5-Consultant,4-Regional travel model,from SR 50 (M.P. 0.000) to SR 438 (M.P. 1.027).,12-9163-422012-1-SR 537 Resurfacing Project from SR 50 (M.P. 0.000) to SR 438 (M.P. 1.027).,1,12-24859-750454,2010,17700,750454,Florida,12-24859-750454,4-Minor Arterial,1
SR 537 Resurfacing Project from SR 50 (M.P. 0.000) to SR 438 (M.P. 1.027).,2008,422012-1,3,FL,No Tolls on 1+ lane,20900,2020,2,2008,5-Consultant,4-Regional travel model,from SR 50 (M.P. 0.000) to SR 438 (M.P. 1.027).,12-9163-422012-1-SR 537 Resurfacing Project from SR 50 (M.P. 0.000) to SR 438 (M.P. 1.027).,1,12-24859-750454,2010,17700,750454,Florida,12-24859-750454,4-Minor Arterial,1
SR 537 Resurfacing Project from SR 50 (M.P. 0.000) to SR 438 (M.P. 1.027).,2008,422012-1,3,FL,No Tolls on 1+ lane,25100,2030,3,2008,5-Consultant,4-Regional travel model,from SR 50 (M.P. 0.000) to SR 438 (M.P. 1.027).,12-9163-422012-1-SR 537 Resurfacing Project from SR 50 (M.P. 0.000) to SR 438 (M.P. 1.027).,1,12-24859-750454,2010,17700,750454,Florida,12-24859-750454,4-Minor Arterial,1
"The SR 424 / 434 Resurfacing Project rom Edgewater Drive (M.P. 4.854) to Greenleaf Drive
(M.P. 6.576).",2008,422011-1,3,FL,No Tolls on 1+ lane,24900,2011,1,2008,5-Consultant,5-Professional judgement,MP 4.854 to MP 6.576,"12-9164-422011-1-The SR 424 / 434 Resurfacing Project rom Edgewater Drive (M.P. 4.854) to Greenleaf Drive
(M.P. 6.576).",1,12-24860-750593,2011,19500,750593,Florida,12-24860-750593,3-Principal Arterial,1
"The SR 424 / 434 Resurfacing Project rom Edgewater Drive (M.P. 4.854) to Greenleaf Drive
(M.P. 6.576).",2008,422011-1,3,FL,No Tolls on 1+ lane,29600,2021,2,2008,5-Consultant,5-Professional judgement,MP 4.854 to MP 6.576,"12-9164-422011-1-The SR 424 / 434 Resurfacing Project rom Edgewater Drive (M.P. 4.854) to Greenleaf Drive
(M.P. 6.576).",1,12-24860-750593,2011,19500,750593,Florida,12-24860-750593,3-Principal Arterial,1
"The SR 424 / 434 Resurfacing Project rom Edgewater Drive (M.P. 4.854) to Greenleaf Drive
(M.P. 6.576).",2008,422011-1,3,FL,No Tolls on 1+ lane,34300,2031,3,2008,5-Consultant,5-Professional judgement,MP 4.854 to MP 6.576,"12-9164-422011-1-The SR 424 / 434 Resurfacing Project rom Edgewater Drive (M.P. 4.854) to Greenleaf Drive
(M.P. 6.576).",1,12-24860-750593,2011,19500,750593,Florida,12-24860-750593,3-Principal Arterial,1
"The SR 438 Resurfacing Project from the SR 500 (M.P. 0.000) to East of Smith St/Coolidge St (M.P.
0.226)",2007,422010-1,3,FL,No Tolls on 1+ lane,15900,2010,1,2007,5-Consultant,2-Population growth rates,MP 0 to MP .226,"12-9165-422010-1-The SR 438 Resurfacing Project from the SR 500 (M.P. 0.000) to East of Smith St/Coolidge St (M.P.
0.226)",1,12-24861-755216,2010,13500,755216,Florida,12-24861-755216,4-Minor Arterial,1
"The SR 438 Resurfacing Project from the SR 500 (M.P. 0.000) to East of Smith St/Coolidge St (M.P.
0.226)",2007,422010-1,3,FL,No Tolls on 1+ lane,19700,2020,2,2007,5-Consultant,2-Population growth rates,MP 0 to MP .226,"12-9165-422010-1-The SR 438 Resurfacing Project from the SR 500 (M.P. 0.000) to East of Smith St/Coolidge St (M.P.
0.226)",1,12-24861-755216,2010,13500,755216,Florida,12-24861-755216,4-Minor Arterial,1
"The SR 438 Resurfacing Project from the SR 500 (M.P. 0.000) to East of Smith St/Coolidge St (M.P.
0.226)",2007,422010-1,3,FL,No Tolls on 1+ lane,23400,2030,3,2007,5-Consultant,2-Population growth rates,MP 0 to MP .226,"12-9165-422010-1-The SR 438 Resurfacing Project from the SR 500 (M.P. 0.000) to East of Smith St/Coolidge St (M.P.
0.226)",1,12-24861-755216,2010,13500,755216,Florida,12-24861-755216,4-Minor Arterial,1
"The SR 438 Resurfacing Project from east of CR 435/Hiawassee Road (M.P. 4.901) to east of
Princeton Street (M.P. 7.346)",2007,422009-1,3,FL,No Tolls on 1+ lane,42100,2010,1,2007,5-Consultant,1-Traffic count trend,MP 4.901 to MO 7.346,"12-9166-422009-1-The SR 438 Resurfacing Project from east of CR 435/Hiawassee Road (M.P. 4.901) to east of
Princeton Street (M.P. 7.346)",1,12-24862-750607,2010,36500,750607,Florida,12-24862-750607,4-Minor Arterial,1
"The SR 438 Resurfacing Project from east of CR 435/Hiawassee Road (M.P. 4.901) to east of
Princeton Street (M.P. 7.346)",2007,422009-1,3,FL,No Tolls on 1+ lane,50000,2020,2,2007,5-Consultant,1-Traffic count trend,MP 4.901 to MO 7.346,"12-9166-422009-1-The SR 438 Resurfacing Project from east of CR 435/Hiawassee Road (M.P. 4.901) to east of
Princeton Street (M.P. 7.346)",1,12-24862-750607,2010,36500,750607,Florida,12-24862-750607,4-Minor Arterial,1
"The SR 438 Resurfacing Project from east of CR 435/Hiawassee Road (M.P. 4.901) to east of
Princeton Street (M.P. 7.346)",2007,422009-1,3,FL,No Tolls on 1+ lane,58000,2030,3,2007,5-Consultant,1-Traffic count trend,MP 4.901 to MO 7.346,"12-9166-422009-1-The SR 438 Resurfacing Project from east of CR 435/Hiawassee Road (M.P. 4.901) to east of
Princeton Street (M.P. 7.346)",1,12-24862-750607,2010,36500,750607,Florida,12-24862-750607,4-Minor Arterial,1
"SR 526 Resurfacing Project from SR 15/Mills Ave. (M.P. 0.000) to Pavement Change east of
Primrose Dr. (M.P. 1.039",2007,422005-1,3,FL,No Tolls on 1+ lane,15200,2010,1,2007,5-Consultant,5-Professional judgement,MP 000 to MO 1.039,"12-9168-422005-1-SR 526 Resurfacing Project from SR 15/Mills Ave. (M.P. 0.000) to Pavement Change east of
Primrose Dr. (M.P. 1.039",1,12-24864-755046,2010,14700,755046,Florida,12-24864-755046,4-Minor Arterial,1
"SR 526 Resurfacing Project from SR 15/Mills Ave. (M.P. 0.000) to Pavement Change east of
Primrose Dr. (M.P. 1.039",2007,422005-1,3,FL,No Tolls on 1+ lane,17400,2020,2,2007,5-Consultant,5-Professional judgement,MP 000 to MO 1.039,"12-9168-422005-1-SR 526 Resurfacing Project from SR 15/Mills Ave. (M.P. 0.000) to Pavement Change east of
Primrose Dr. (M.P. 1.039",1,12-24864-755046,2010,14700,755046,Florida,12-24864-755046,4-Minor Arterial,1
"SR 526 Resurfacing Project from SR 15/Mills Ave. (M.P. 0.000) to Pavement Change east of
Primrose Dr. (M.P. 1.039",2007,422005-1,3,FL,No Tolls on 1+ lane,19600,2030,3,2007,5-Consultant,5-Professional judgement,MP 000 to MO 1.039,"12-9168-422005-1-SR 526 Resurfacing Project from SR 15/Mills Ave. (M.P. 0.000) to Pavement Change east of
Primrose Dr. (M.P. 1.039",1,12-24864-755046,2010,14700,755046,Florida,12-24864-755046,4-Minor Arterial,1
"The SR 527 Resurfacing Project from Colonial Drive (M.P. 0.511 and M.P. 14.819) to Mills Avenue
(M.P. 17.387).",2007,422004-1,3,FL,No Tolls on 1+ lane,17700,2010,1,2007,5-Consultant,5-Professional judgement,,"12-9169-422004-1-The SR 527 Resurfacing Project from Colonial Drive (M.P. 0.511 and M.P. 14.819) to Mills Avenue
(M.P. 17.387).",1,12-24864-755046,2010,14700,755046,Florida,12-24864-755046,3-Principal Arterial,1
"The SR 527 Resurfacing Project from Colonial Drive (M.P. 0.511 and M.P. 14.819) to Mills Avenue
(M.P. 17.387).",2007,422004-1,3,FL,No Tolls on 1+ lane,19400,2020,2,2007,5-Consultant,5-Professional judgement,,"12-9169-422004-1-The SR 527 Resurfacing Project from Colonial Drive (M.P. 0.511 and M.P. 14.819) to Mills Avenue
(M.P. 17.387).",1,12-24864-755046,2010,14700,755046,Florida,12-24864-755046,3-Principal Arterial,1
"The SR 527 Resurfacing Project from Colonial Drive (M.P. 0.511 and M.P. 14.819) to Mills Avenue
(M.P. 17.387).",2007,422004-1,3,FL,No Tolls on 1+ lane,21200,2030,3,2007,5-Consultant,5-Professional judgement,,"12-9169-422004-1-The SR 527 Resurfacing Project from Colonial Drive (M.P. 0.511 and M.P. 14.819) to Mills Avenue
(M.P. 17.387).",1,12-24864-755046,2010,14700,755046,Florida,12-24864-755046,3-Principal Arterial,1
"The SR 500 Resurfacing Project from Dudley Avenue (M.P. 21.784) to the Lake County Line (M.P.
22.865)",2007,422003-1,3,FL,No Tolls on 1+ lane,26000,2010,1,2007,5-Consultant,1-Traffic count trend,"MP 21,784 to MP 22.865","12-9173-422003-1-The SR 500 Resurfacing Project from Dudley Avenue (M.P. 21.784) to the Lake County Line (M.P.
22.865)",1,12-24868-750642,2010,25000,750642,Florida,12-24868-750642,3-Principal Arterial,1
"The SR 500 Resurfacing Project from Dudley Avenue (M.P. 21.784) to the Lake County Line (M.P.
22.865)",2007,422003-1,3,FL,No Tolls on 1+ lane,30500,2020,2,2007,5-Consultant,1-Traffic count trend,"MP 21,784 to MP 22.865","12-9173-422003-1-The SR 500 Resurfacing Project from Dudley Avenue (M.P. 21.784) to the Lake County Line (M.P.
22.865)",1,12-24868-750642,2010,25000,750642,Florida,12-24868-750642,3-Principal Arterial,1
"The SR 500 Resurfacing Project from Dudley Avenue (M.P. 21.784) to the Lake County Line (M.P.
22.865)",2007,422003-1,3,FL,No Tolls on 1+ lane,35100,2030,3,2007,5-Consultant,1-Traffic count trend,"MP 21,784 to MP 22.865","12-9173-422003-1-The SR 500 Resurfacing Project from Dudley Avenue (M.P. 21.784) to the Lake County Line (M.P.
22.865)",1,12-24868-750642,2010,25000,750642,Florida,12-24868-750642,3-Principal Arterial,1
"SR 500 Resurfacing Project from Shader Road (M.P.2.459) to Apopka City Limits
(M.P. 7.298)",2007,422002-1,3,FL,No Tolls on 1+ lane,45000,2010,1,2007,5-Consultant,5-Professional judgement,,"12-9174-422002-1-SR 500 Resurfacing Project from Shader Road (M.P.2.459) to Apopka City Limits
(M.P. 7.298)",1,12-24869-750105,2010,29500,750105,Florida,12-24869-750105,3-Principal Arterial,1
"SR 500 Resurfacing Project from Shader Road (M.P.2.459) to Apopka City Limits
(M.P. 7.298)",2007,422002-1,3,FL,No Tolls on 1+ lane,49000,2020,2,2007,5-Consultant,5-Professional judgement,,"12-9174-422002-1-SR 500 Resurfacing Project from Shader Road (M.P.2.459) to Apopka City Limits
(M.P. 7.298)",1,12-24869-750105,2010,29500,750105,Florida,12-24869-750105,3-Principal Arterial,1
"SR 500 Resurfacing Project from Shader Road (M.P.2.459) to Apopka City Limits
(M.P. 7.298)",2007,422002-1,3,FL,No Tolls on 1+ lane,53500,2030,3,2007,5-Consultant,5-Professional judgement,,"12-9174-422002-1-SR 500 Resurfacing Project from Shader Road (M.P.2.459) to Apopka City Limits
(M.P. 7.298)",1,12-24869-750105,2010,29500,750105,Florida,12-24869-750105,3-Principal Arterial,1
SR 5 Resurfacing Project rom Rocky Point Road (M.P. 8.809) to SR 514 (M.P. 11.390,2007,421990-1,3,FL,No Tolls on 1+ lane,14200,2010,1,2007,5-Consultant,5-Professional judgement,MP 8.809 to MO 11.390,12-9178-421990-1-SR 5 Resurfacing Project rom Rocky Point Road (M.P. 8.809) to SR 514 (M.P. 11.390,1,12-24873-700114,2010,14008,700114,Florida,12-24873-700114,3-Principal Arterial,1
SR 5 Resurfacing Project rom Rocky Point Road (M.P. 8.809) to SR 514 (M.P. 11.390,2007,421990-1,3,FL,No Tolls on 1+ lane,16000,2020,2,2007,5-Consultant,5-Professional judgement,MP 8.809 to MO 11.390,12-9178-421990-1-SR 5 Resurfacing Project rom Rocky Point Road (M.P. 8.809) to SR 514 (M.P. 11.390,1,12-24873-700114,2010,14008,700114,Florida,12-24873-700114,3-Principal Arterial,1
SR 5 Resurfacing Project rom Rocky Point Road (M.P. 8.809) to SR 514 (M.P. 11.390,2007,421990-1,3,FL,No Tolls on 1+ lane,17800,2030,3,2007,5-Consultant,5-Professional judgement,MP 8.809 to MO 11.390,12-9178-421990-1-SR 5 Resurfacing Project rom Rocky Point Road (M.P. 8.809) to SR 514 (M.P. 11.390,1,12-24873-700114,2010,14008,700114,Florida,12-24873-700114,3-Principal Arterial,1
"The Resurfacing Project for SR 5/US 1 begin at
the Indian River County Line (M.P. 0.000) and end at SR 514/Malabar Road (M.P. 11.390).",2002,409166-1,3,FL,No Tolls on 1+ lane,13400,2004,1,2002,5-Consultant,5-Professional judgement,MP 0.000 to MP 11.39,"12-9306-409166-1-The Resurfacing Project for SR 5/US 1 begin at
the Indian River County Line (M.P. 0.000) and end at SR 514/Malabar Road (M.P. 11.390).",1,12-24996-700114,2004,15789,700114,Florida,12-24996-700114,3-Principal Arterial,1
"The Resurfacing Project for SR 5/US 1 begin at
the Indian River County Line (M.P. 0.000) and end at SR 514/Malabar Road (M.P. 11.390).",2002,409166-1,3,FL,No Tolls on 1+ lane,19200,2014,2,2002,5-Consultant,5-Professional judgement,MP 0.000 to MP 11.39,"12-9306-409166-1-The Resurfacing Project for SR 5/US 1 begin at
the Indian River County Line (M.P. 0.000) and end at SR 514/Malabar Road (M.P. 11.390).",1,12-24996-700114,2004,15789,700114,Florida,12-24996-700114,3-Principal Arterial,1
"The Resurfacing Project for SR 5/US 1 begin at
the Indian River County Line (M.P. 0.000) and end at SR 514/Malabar Road (M.P. 11.390).",2002,409166-1,3,FL,No Tolls on 1+ lane,27400,2024,3,2002,5-Consultant,5-Professional judgement,MP 0.000 to MP 11.39,"12-9306-409166-1-The Resurfacing Project for SR 5/US 1 begin at
the Indian River County Line (M.P. 0.000) and end at SR 514/Malabar Road (M.P. 11.390).",1,12-24996-700114,2004,15789,700114,Florida,12-24996-700114,3-Principal Arterial,1
"The SR 500 Resurfacing Project North East 136th Avenue (M.P. 0.502) to Marion County Line
(M.P. 1.016).",2008,421989-1,3,FL,No Tolls on 1+ lane,37300,2011,1,2008,5-Consultant,1-Traffic count trend,MP .502 to MO 1.016,"12-9179-421989-1-The SR 500 Resurfacing Project North East 136th Avenue (M.P. 0.502) to Marion County Line
(M.P. 1.016).",1,12-24874-180209,2011,36500,180209,Florida,12-24874-180209,3-Principal Arterial,1
"The SR 500 Resurfacing Project North East 136th Avenue (M.P. 0.502) to Marion County Line
(M.P. 1.016).",2008,421989-1,3,FL,No Tolls on 1+ lane,45800,2021,2,2008,5-Consultant,1-Traffic count trend,MP .502 to MO 1.016,"12-9179-421989-1-The SR 500 Resurfacing Project North East 136th Avenue (M.P. 0.502) to Marion County Line
(M.P. 1.016).",1,12-24874-180209,2011,36500,180209,Florida,12-24874-180209,3-Principal Arterial,1
"The SR 500 Resurfacing Project North East 136th Avenue (M.P. 0.502) to Marion County Line
(M.P. 1.016).",2008,421989-1,3,FL,No Tolls on 1+ lane,54300,2031,3,2008,5-Consultant,1-Traffic count trend,MP .502 to MO 1.016,"12-9179-421989-1-The SR 500 Resurfacing Project North East 136th Avenue (M.P. 0.502) to Marion County Line
(M.P. 1.016).",1,12-24874-180209,2011,36500,180209,Florida,12-24874-180209,3-Principal Arterial,1
